source_qualified_name,source_name,source_type,relationship,target_qualified_name,target_name,target_type
OBL-EUAIACT-01,OBL-EUAIACT-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-TD-2,Dataset Documentation & Provenance,Control
OBL-EUAIACT-01,OBL-EUAIACT-01,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-MODEL,AI / Model Data,DataDomain
OBL-EUAIACT-01,OBL-EUAIACT-01,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-CREDIT,Credit & Risk Data,DataDomain
OBL-EUAIACT-02,OBL-EUAIACT-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-LIN-1,End-to-End Data Lineage,Control
OBL-EUAIACT-02,OBL-EUAIACT-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-LIN-2,Reconciliation & Aggregation Controls,Control
OBL-EUAIACT-02,OBL-EUAIACT-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-FIN,Financial / GL Data,DataDomain
OBL-EUAIACT-02,OBL-EUAIACT-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-CREDIT,Credit & Risk Data,DataDomain
OBL-EUAIACT-02,OBL-EUAIACT-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-TRADE,Trade & Position Data,DataDomain
OBL-EUAIACT-03,OBL-EUAIACT-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-TR-1,Decision Logging & Traceability,Control
OBL-EUAIACT-03,OBL-EUAIACT-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-TR-2,Model Explainability Reporting,Control
OBL-EUAIACT-03,OBL-EUAIACT-03,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-MODEL,AI / Model Data,DataDomain
OBL-EUAIACT-04,OBL-EUAIACT-04,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-AI-1,AI System Risk Classification,Control
OBL-EUAIACT-04,OBL-EUAIACT-04,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-AI-2,Human Oversight & Approval,Control
OBL-EUAIACT-04,OBL-EUAIACT-04,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-AI-3,Bias & Fairness Testing,Control
OBL-EUAIACT-04,OBL-EUAIACT-04,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-MODEL,AI / Model Data,DataDomain
OBL-EUAIACT-05,OBL-EUAIACT-05,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-MR-1,Model Inventory & Versioning,Control
OBL-EUAIACT-05,OBL-EUAIACT-05,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-MR-2,Model Validation & Backtesting,Control
OBL-EUAIACT-05,OBL-EUAIACT-05,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-MR-3,Model Performance Monitoring,Control
OBL-EUAIACT-05,OBL-EUAIACT-05,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-MODEL,AI / Model Data,DataDomain
OBL-EUAIACT-05,OBL-EUAIACT-05,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-CREDIT,Credit & Risk Data,DataDomain
CHG-NISTAIRMF,CHG-NISTAIRMF,RegulatoryChange,CHANGE_OF_REGULATION,REG-NIST,NIST AI Risk Management Framework,Regulation
OBL-NISTAIRMF-01,OBL-NISTAIRMF-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-AI-1,AI System Risk Classification,Control
OBL-NISTAIRMF-01,OBL-NISTAIRMF-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-AI-2,Human Oversight & Approval,Control
OBL-NISTAIRMF-01,OBL-NISTAIRMF-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-AI-3,Bias & Fairness Testing,Control
OBL-NISTAIRMF-01,OBL-NISTAIRMF-01,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-MODEL,AI / Model Data,DataDomain
OBL-NISTAIRMF-02,OBL-NISTAIRMF-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-MR-1,Model Inventory & Versioning,Control
OBL-NISTAIRMF-02,OBL-NISTAIRMF-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-MR-2,Model Validation & Backtesting,Control
OBL-NISTAIRMF-02,OBL-NISTAIRMF-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-MR-3,Model Performance Monitoring,Control
OBL-NISTAIRMF-02,OBL-NISTAIRMF-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-MODEL,AI / Model Data,DataDomain
OBL-NISTAIRMF-02,OBL-NISTAIRMF-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-CREDIT,Credit & Risk Data,DataDomain
OBL-NISTAIRMF-03,OBL-NISTAIRMF-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-TR-1,Decision Logging & Traceability,Control
OBL-NISTAIRMF-03,OBL-NISTAIRMF-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-TR-2,Model Explainability Reporting,Control
OBL-NISTAIRMF-03,OBL-NISTAIRMF-03,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-MODEL,AI / Model Data,DataDomain
CHG-DORA,CHG-DORA,RegulatoryChange,CHANGE_OF_REGULATION,REG-DORA,Digital Operational Resilience Act,Regulation
OBL-DORA-01,OBL-DORA-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-OR-1,Important Business Service Mapping,Control
OBL-DORA-01,OBL-DORA-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-OR-2,Impact Tolerances & Scenario Testing,Control
OBL-DORA-01,OBL-DORA-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-OR-3,ICT Continuity & Recovery,Control
OBL-DORA-01,OBL-DORA-01,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-REF,Reference Data,DataDomain
OBL-DORA-02,OBL-DORA-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-IC-1,ICT Incident Detection & Response,Control
OBL-DORA-02,OBL-DORA-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-IC-2,Major Incident Regulatory Notification,Control
OBL-DORA-02,OBL-DORA-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-IC-3,Threat-Led Penetration Testing,Control
OBL-DORA-02,OBL-DORA-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-REF,Reference Data,DataDomain
OBL-DORA-03,OBL-DORA-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-IC-1,ICT Incident Detection & Response,Control
OBL-DORA-03,OBL-DORA-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-IC-2,Major Incident Regulatory Notification,Control
OBL-DORA-03,OBL-DORA-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-IC-3,Threat-Led Penetration Testing,Control
OBL-DORA-03,OBL-DORA-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-CY-1,Security Monitoring & SIEM,Control
OBL-DORA-03,OBL-DORA-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-CY-2,Vulnerability Management,Control
OBL-DORA-03,OBL-DORA-03,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-REF,Reference Data,DataDomain
OBL-DORA-03,OBL-DORA-03,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-CUSTPII,Customer PII,DataDomain
OBL-DORA-04,OBL-DORA-04,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-TP-1,Critical Provider Register,Control
OBL-DORA-04,OBL-DORA-04,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-TP-2,Concentration & Exit Strategy,Control
OBL-DORA-04,OBL-DORA-04,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-REF,Reference Data,DataDomain
CHG-BASEL,CHG-BASEL,RegulatoryChange,CHANGE_OF_REGULATION,REG-BASEL,Basel III/IV Capital Framework (CRR),Regulation
OBL-BASEL-01,OBL-BASEL-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-CAP-1,RWA Calculation Engine,Control
OBL-BASEL-01,OBL-BASEL-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-CAP-2,Capital Adequacy Reporting,Control
OBL-BASEL-01,OBL-BASEL-01,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-CREDIT,Credit & Risk Data,DataDomain
OBL-BASEL-01,OBL-BASEL-01,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-FIN,Financial / GL Data,DataDomain
OBL-BASEL-02,OBL-BASEL-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-DQ-1,Data Quality Rules & Monitoring,Control
OBL-BASEL-02,OBL-BASEL-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-DQ-2,Critical Data Element Catalog,Control
OBL-BASEL-02,OBL-BASEL-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-REF,Reference Data,DataDomain
OBL-BASEL-02,OBL-BASEL-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-FIN,Financial / GL Data,DataDomain
OBL-BASEL-03,OBL-BASEL-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-RP-1,Regulatory Report Production,Control
OBL-BASEL-03,OBL-BASEL-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-RP-2,Report Review & Sign-off,Control
OBL-BASEL-03,OBL-BASEL-03,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-FIN,Financial / GL Data,DataDomain
OBL-BASEL-03,OBL-BASEL-03,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-CREDIT,Credit & Risk Data,DataDomain
CHG-BCBS239,CHG-BCBS239,RegulatoryChange,CHANGE_OF_REGULATION,REG-BCBS239,BCBS 239 Risk Data Aggregation,Regulation
OBL-BCBS239-01,OBL-BCBS239-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-DQ-1,Data Quality Rules & Monitoring,Control
OBL-BCBS239-01,OBL-BCBS239-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-DQ-2,Critical Data Element Catalog,Control
OBL-BCBS239-01,OBL-BCBS239-01,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-REF,Reference Data,DataDomain
OBL-BCBS239-01,OBL-BCBS239-01,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-FIN,Financial / GL Data,DataDomain
OBL-BCBS239-02,OBL-BCBS239-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-LIN-1,End-to-End Data Lineage,Control
OBL-BCBS239-02,OBL-BCBS239-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-LIN-2,Reconciliation & Aggregation Controls,Control
OBL-BCBS239-02,OBL-BCBS239-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-FIN,Financial / GL Data,DataDomain
OBL-BCBS239-02,OBL-BCBS239-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-CREDIT,Credit & Risk Data,DataDomain
OBL-BCBS239-02,OBL-BCBS239-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-TRADE,Trade & Position Data,DataDomain
OBL-BCBS239-03,OBL-BCBS239-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-MD-1,Enterprise Data Catalog,Control
OBL-BCBS239-03,OBL-BCBS239-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-MD-2,Business Glossary,Control
OBL-BCBS239-03,OBL-BCBS239-03,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-REF,Reference Data,DataDomain
CHG-GDPR,CHG-GDPR,RegulatoryChange,CHANGE_OF_REGULATION,REG-GDPR,General Data Protection Regulation,Regulation
OBL-GDPR-01,OBL-GDPR-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-PR-1,Consent & Lawful Basis Management,Control
OBL-GDPR-01,OBL-GDPR-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-PR-2,Data Subject Rights (DSAR),Control
OBL-GDPR-01,OBL-GDPR-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-PR-3,Personal Data Breach Management,Control
OBL-GDPR-01,OBL-GDPR-01,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-CUSTPII,Customer PII,DataDomain
OBL-GDPR-02,OBL-GDPR-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-PR-1,Consent & Lawful Basis Management,Control
OBL-GDPR-02,OBL-GDPR-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-PR-2,Data Subject Rights (DSAR),Control
OBL-GDPR-02,OBL-GDPR-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-PR-3,Personal Data Breach Management,Control
OBL-GDPR-02,OBL-GDPR-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-CUSTPII,Customer PII,DataDomain
OBL-GDPR-03,OBL-GDPR-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-PR-1,Consent & Lawful Basis Management,Control
OBL-GDPR-03,OBL-GDPR-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-PR-2,Data Subject Rights (DSAR),Control
OBL-GDPR-03,OBL-GDPR-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-PR-3,Personal Data Breach Management,Control
OBL-GDPR-03,OBL-GDPR-03,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-CUSTPII,Customer PII,DataDomain
OBL-GDPR-04,OBL-GDPR-04,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-RT-1,Retention Schedule Enforcement,Control
OBL-GDPR-04,OBL-GDPR-04,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-CUSTPII,Customer PII,DataDomain
OBL-GDPR-04,OBL-GDPR-04,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-ACCT,Account Data,DataDomain
CHG-PSD2,CHG-PSD2,RegulatoryChange,CHANGE_OF_REGULATION,REG-PSD2,Payment Services Directive 2,Regulation
OBL-PSD2-01,OBL-PSD2-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-SCA-1,Multi-Factor Authentication,Control
OBL-PSD2-01,OBL-PSD2-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-SCA-2,Transaction Risk Analysis (TRA),Control
OBL-PSD2-01,OBL-PSD2-01,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-PAYMT,Payments Data,DataDomain
OBL-PSD2-01,OBL-PSD2-01,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-CUSTPII,Customer PII,DataDomain
OBL-PSD2-02,OBL-PSD2-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-SCA-1,Multi-Factor Authentication,Control
OBL-PSD2-02,OBL-PSD2-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-SCA-2,Transaction Risk Analysis (TRA),Control
OBL-PSD2-02,OBL-PSD2-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-PAYMT,Payments Data,DataDomain
OBL-PSD2-02,OBL-PSD2-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-CUSTPII,Customer PII,DataDomain
OBL-PSD2-03,OBL-PSD2-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-TM-1,Behavioural Monitoring Scenarios,Control
OBL-PSD2-03,OBL-PSD2-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-TM-2,Alert Triage & Investigation,Control
OBL-PSD2-03,OBL-PSD2-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-TM-3,Suspicious Activity Reporting (SAR),Control
OBL-PSD2-03,OBL-PSD2-03,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-TXN,Transactions,DataDomain
OBL-PSD2-03,OBL-PSD2-03,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-PAYMT,Payments Data,DataDomain
CHG-CONSDUTY,CHG-CONSDUTY,RegulatoryChange,CHANGE_OF_REGULATION,REG-CONSDUTY,FCA Consumer Duty,Regulation
OBL-CONSDUTY-01,OBL-CONSDUTY-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-CO-1,Product Approval & Target Market,Control
OBL-CONSDUTY-01,OBL-CONSDUTY-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-CO-2,Fair Value Assessment,Control
OBL-CONSDUTY-01,OBL-CONSDUTY-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-CO-3,Customer Outcomes Monitoring,Control
OBL-CONSDUTY-01,OBL-CONSDUTY-01,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-CUSTPII,Customer PII,DataDomain
OBL-CONSDUTY-01,OBL-CONSDUTY-01,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-ACCT,Account Data,DataDomain
OBL-CONSDUTY-02,OBL-CONSDUTY-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-CO-1,Product Approval & Target Market,Control
OBL-CONSDUTY-02,OBL-CONSDUTY-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-CO-2,Fair Value Assessment,Control
OBL-CONSDUTY-02,OBL-CONSDUTY-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-CO-3,Customer Outcomes Monitoring,Control
OBL-CONSDUTY-02,OBL-CONSDUTY-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-CUSTPII,Customer PII,DataDomain
OBL-CONSDUTY-02,OBL-CONSDUTY-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-ACCT,Account Data,DataDomain
CHG-FCAOPRES,CHG-FCAOPRES,RegulatoryChange,CHANGE_OF_REGULATION,REG-FCAOPRES,FCA Operational Resilience,Regulation
OBL-FCAOPRES-01,OBL-FCAOPRES-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-OR-1,Important Business Service Mapping,Control
OBL-FCAOPRES-01,OBL-FCAOPRES-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-OR-2,Impact Tolerances & Scenario Testing,Control
OBL-FCAOPRES-01,OBL-FCAOPRES-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-OR-3,ICT Continuity & Recovery,Control
OBL-FCAOPRES-01,OBL-FCAOPRES-01,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-REF,Reference Data,DataDomain
OBL-FCAOPRES-02,OBL-FCAOPRES-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-IC-1,ICT Incident Detection & Response,Control
OBL-FCAOPRES-02,OBL-FCAOPRES-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-IC-2,Major Incident Regulatory Notification,Control
OBL-FCAOPRES-02,OBL-FCAOPRES-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-IC-3,Threat-Led Penetration Testing,Control
OBL-FCAOPRES-02,OBL-FCAOPRES-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-REF,Reference Data,DataDomain
CHG-SEC,CHG-SEC,RegulatoryChange,CHANGE_OF_REGULATION,REG-SEC,SEC Cybersecurity Disclosure,Regulation
OBL-SEC-01,OBL-SEC-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-IC-1,ICT Incident Detection & Response,Control
OBL-SEC-01,OBL-SEC-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-IC-2,Major Incident Regulatory Notification,Control
OBL-SEC-01,OBL-SEC-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-IC-3,Threat-Led Penetration Testing,Control
OBL-SEC-01,OBL-SEC-01,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-REF,Reference Data,DataDomain
OBL-SEC-02,OBL-SEC-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-CY-1,Security Monitoring & SIEM,Control
OBL-SEC-02,OBL-SEC-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-CY-2,Vulnerability Management,Control
OBL-SEC-02,OBL-SEC-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-REF,Reference Data,DataDomain
OBL-SEC-02,OBL-SEC-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-CUSTPII,Customer PII,DataDomain
OBL-SEC-03,OBL-SEC-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-AU-1,Immutable Audit Trail,Control
OBL-SEC-03,OBL-SEC-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-AU-2,Evidence Repository,Control
OBL-SEC-03,OBL-SEC-03,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-REF,Reference Data,DataDomain
CHG-OCC,CHG-OCC,RegulatoryChange,CHANGE_OF_REGULATION,REG-OCC,OCC Heightened Standards,Regulation
OBL-OCC-01,OBL-OCC-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-MR-1,Model Inventory & Versioning,Control
OBL-OCC-01,OBL-OCC-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-MR-2,Model Validation & Backtesting,Control
OBL-OCC-01,OBL-OCC-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-MR-3,Model Performance Monitoring,Control
OBL-OCC-01,OBL-OCC-01,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-MODEL,AI / Model Data,DataDomain
OBL-OCC-01,OBL-OCC-01,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-CREDIT,Credit & Risk Data,DataDomain
OBL-OCC-02,OBL-OCC-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-AU-1,Immutable Audit Trail,Control
OBL-OCC-02,OBL-OCC-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-AU-2,Evidence Repository,Control
OBL-OCC-02,OBL-OCC-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-REF,Reference Data,DataDomain
OBL-OCC-03,OBL-OCC-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-DQ-1,Data Quality Rules & Monitoring,Control
OBL-OCC-03,OBL-OCC-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-DQ-2,Critical Data Element Catalog,Control
OBL-OCC-03,OBL-OCC-03,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-REF,Reference Data,DataDomain
OBL-OCC-03,OBL-OCC-03,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-FIN,Financial / GL Data,DataDomain
CHG-MASTRM,CHG-MASTRM,RegulatoryChange,CHANGE_OF_REGULATION,REG-MAS,MAS Technology Risk Management,Regulation
OBL-MASTRM-01,OBL-MASTRM-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-CY-1,Security Monitoring & SIEM,Control
OBL-MASTRM-01,OBL-MASTRM-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-CY-2,Vulnerability Management,Control
OBL-MASTRM-01,OBL-MASTRM-01,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-REF,Reference Data,DataDomain
OBL-MASTRM-01,OBL-MASTRM-01,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-CUSTPII,Customer PII,DataDomain
OBL-MASTRM-02,OBL-MASTRM-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-OR-1,Important Business Service Mapping,Control
OBL-MASTRM-02,OBL-MASTRM-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-OR-2,Impact Tolerances & Scenario Testing,Control
OBL-MASTRM-02,OBL-MASTRM-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-OR-3,ICT Continuity & Recovery,Control
OBL-MASTRM-02,OBL-MASTRM-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-REF,Reference Data,DataDomain
OBL-MASTRM-03,OBL-MASTRM-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-AC-1,Role-Based Access & Least Privilege,Control
OBL-MASTRM-03,OBL-MASTRM-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-AC-2,Privileged Access Reviews,Control
OBL-MASTRM-03,OBL-MASTRM-03,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-CUSTPII,Customer PII,DataDomain
OBL-MASTRM-03,OBL-MASTRM-03,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-REF,Reference Data,DataDomain
CHG-AMLD,CHG-AMLD,RegulatoryChange,CHANGE_OF_REGULATION,REG-AMLD,Anti-Money Laundering Directive,Regulation
OBL-AMLD-01,OBL-AMLD-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-CDD-1,Identity Verification & KYC,Control
OBL-AMLD-01,OBL-AMLD-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-CDD-2,Beneficial Ownership Checks,Control
OBL-AMLD-01,OBL-AMLD-01,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-CDD-3,Ongoing Customer Risk Rating,Control
OBL-AMLD-01,OBL-AMLD-01,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-KYC,KYC / CDD Data,DataDomain
OBL-AMLD-01,OBL-AMLD-01,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-CUSTPII,Customer PII,DataDomain
OBL-AMLD-02,OBL-AMLD-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-TM-1,Behavioural Monitoring Scenarios,Control
OBL-AMLD-02,OBL-AMLD-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-TM-2,Alert Triage & Investigation,Control
OBL-AMLD-02,OBL-AMLD-02,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-TM-3,Suspicious Activity Reporting (SAR),Control
OBL-AMLD-02,OBL-AMLD-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-TXN,Transactions,DataDomain
OBL-AMLD-02,OBL-AMLD-02,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-PAYMT,Payments Data,DataDomain
OBL-AMLD-03,OBL-AMLD-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-SAN-1,Real-time Payment Screening,Control
OBL-AMLD-03,OBL-AMLD-03,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-SAN-2,Watchlist Management,Control
OBL-AMLD-03,OBL-AMLD-03,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-CUSTPII,Customer PII,DataDomain
OBL-AMLD-03,OBL-AMLD-03,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-PAYMT,Payments Data,DataDomain
OBL-AMLD-04,OBL-AMLD-04,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-TM-1,Behavioural Monitoring Scenarios,Control
OBL-AMLD-04,OBL-AMLD-04,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-TM-2,Alert Triage & Investigation,Control
OBL-AMLD-04,OBL-AMLD-04,Obligation,OBLIGATION_REQUIRES_CONTROL,CTL-TM-3,Suspicious Activity Reporting (SAR),Control
OBL-AMLD-04,OBL-AMLD-04,Obligation,OBLIGATION_CONCERNS_DATA_DOMAIN,DD-TXN,Transactions,DataDomain
CHG-EU-AI-ACT-HIGH-RISK-UPLOAD,CHG-EU-AI-ACT-HIGH-RISK-UPLOAD,RegulatoryChange,CHANGE_OF_REGULATION,REG-EU-AI-ACT-HIGH-RISK,Eu Ai Act High Risk,Regulation
